customer_id,customer_name,region,contract_type,service_type,churned
C00536,Yara Miller,Central,Monthly,Gas,1
C00537,Mia Smith,East,Monthly,Gas,0
C00538,Mia Miller,West,Annual,Electricity,1
C00539,Sam Moore,South,Monthly,Gas,1
C00540,Tina White,West,2-Year,Electricity + Water,0
C00541,Bob Moore,Central,2-Year,Electricity,0
C00542,Fiona Martin,Central,Monthly,Electricity,0
C00543,Victor Smith,West,Annual,Electricity,0
C00544,Rachel White,East,Annual,Water,0
C00545,Bob Garcia,South,Monthly,Water,0
C00546,Alice Anderson,South,Annual,Gas,0
C00547,Yara Martin,South,2-Year,Gas,1
C00548,Wendy Williams,Central,Monthly,Gas,0
C00549,Uma Miller,North,Annual,Electricity,0
C00550,Cole Harris,North,Monthly,Gas,0
C00551,Quinn Lewis,South,Annual,Water,0
C00552,Liam Thomas,South,Annual,Gas,0
C00553,Beth Clark,Central,Monthly,Electricity,1
C00554,Noah Garcia,Central,2-Year,Gas,1
C00555,Uma Jackson,South,2-Year,Electricity + Water,0
C00556,Olivia Wilson,Central,2-Year,Electricity + Water,0
C00557,Liam White,West,Annual,Electricity + Water,0
C00558,Fiona Harris,South,Monthly,Electricity + Water,1
C00559,Uma Garcia,East,Annual,Gas,0
C00560,Karen Anderson,East,Annual,Electricity,0
C00561,James Smith,Central,2-Year,Gas,0
C00562,Adrian Williams,South,2-Year,Electricity,0
C00563,Zach Anderson,Central,Monthly,Electricity,0
C00564,Frank Jones,West,Annual,Electricity + Water,0
C00565,Iris Smith,East,Monthly,Water,0
C00566,Xander Robinson,South,2-Year,Water,0
C00567,Karen Jones,East,Monthly,Gas,0
C00568,Sam Brown,East,Monthly,Water,1
C00569,Emma Taylor,Central,Annual,Electricity + Water,0
C00570,Adrian Miller,South,Monthly,Gas,0
C00571,Carol Jones,North,Monthly,Electricity + Gas,0
C00572,Uma Taylor,Central,2-Year,Gas,0
C00573,Zach Davis,East,Annual,Electricity + Water,0
C00574,Beth Davis,Central,Monthly,Electricity + Water,0
C00575,Diana Jones,East,Monthly,Electricity + Gas,0
C00576,Adrian Garcia,North,Monthly,Gas,0
C00577,Sam Garcia,East,Annual,Gas,0
C00578,Carol Jackson,East,Annual,Gas,0
C00579,Yara Williams,Central,Monthly,Water,1
C00580,Victor Wilson,West,Monthly,Gas,0
C00581,Bob Clark,South,Annual,Water,0
C00582,Victor Brown,South,2-Year,Water,0
C00583,Mia Miller,North,2-Year,Electricity + Gas,0
C00584,Grace Davis,South,Monthly,Electricity + Gas,0
C00585,Carol Johnson,South,Monthly,Gas,0
C00586,Rachel Robinson,North,Monthly,Water,0
C00587,Olivia Garcia,South,2-Year,Electricity + Gas,0
C00588,Emma Clark,East,Annual,Water,1
C00589,Frank Garcia,Central,2-Year,Electricity + Water,0
C00590,James Brown,South,Annual,Water,0
C00591,Liam Williams,East,Monthly,Electricity + Gas,0
C00592,Xander Moore,North,Monthly,Electricity + Water,0
C00593,Henry Anderson,South,2-Year,Electricity,0
C00594,James Jackson,East,2-Year,Electricity + Gas,0
C00595,Adrian Thompson,South,Annual,Electricity + Water,0
C00596,Fiona Thomas,West,Monthly,Gas,1
C00597,Tina Smith,North,Monthly,Water,0
C00598,Grace Robinson,Central,Monthly,Electricity + Gas,0
C00599,Henry Martin,North,Monthly,Electricity,0
C00600,Uma Wilson,East,Annual,Electricity,0
C00601,David Thomas,East,Annual,Electricity,0
C00602,Tina Moore,South,Monthly,Electricity + Water,0
C00603,Iris Smith,East,2-Year,Gas,0
C00604,Carol Thomas,North,Annual,Electricity + Gas,1
C00605,Liam Robinson,South,Annual,Electricity + Gas,0
C00606,Fiona White,West,Annual,Electricity + Water,0
C00607,Ethan Davis,West,Annual,Water,0
C00608,Uma Martin,North,2-Year,Electricity + Water,0
C00609,Uma Thomas,South,Annual,Electricity + Water,0
C00610,Zach Moore,Central,Annual,Gas,1
C00611,Zach Moore,West,2-Year,Gas,0
C00612,Henry Lewis,South,Monthly,Electricity,0
C00613,Beth Jones,East,Monthly,Electricity,0
C00614,Noah Moore,North,Monthly,Water,1
C00615,Liam Brown,North,2-Year,Electricity,0
C00616,James Jackson,East,2-Year,Electricity + Gas,0
C00617,James Garcia,East,2-Year,Water,0
C00618,Emma Miller,West,Annual,Water,0
C00619,Liam Smith,West,Annual,Electricity,0
C00620,Tina Williams,West,Annual,Gas,0
C00621,Carol Moore,East,Monthly,Electricity + Water,0
C00622,Karen Lewis,South,Annual,Electricity,1
C00623,Quinn Thompson,West,2-Year,Electricity + Water,0
C00624,Noah Brown,Central,Monthly,Water,0
C00625,Sam Harris,East,Annual,Water,0
C00626,Henry Williams,North,Monthly,Electricity + Water,1
C00627,Ethan Lewis,West,Annual,Electricity,0
C00628,Cole Jones,Central,2-Year,Electricity + Water,0
C00629,Adrian Robinson,North,Annual,Electricity,1
C00630,Rachel Robinson,East,Annual,Water,0
C00631,Grace Clark,South,Annual,Water,0
C00632,Karen Martin,South,Annual,Gas,0
C00633,Mia Brown,South,Monthly,Electricity + Gas,0
C00634,Bob Johnson,West,Annual,Gas,0
C00635,Olivia Jackson,South,Monthly,Gas,0
C00636,Beth Jackson,South,Annual,Gas,0
C00637,Bob Garcia,West,Monthly,Electricity + Gas,0
C00638,Alice Johnson,North,Annual,Water,0
C00639,Alice Anderson,South,Monthly,Electricity + Gas,0
C00640,Mia Garcia,South,Monthly,Water,1
C00641,Victor Miller,South,Monthly,Water,0
C00642,Zach Miller,West,Monthly,Electricity + Gas,0
C00643,Grace Smith,South,Annual,Electricity,1
C00644,Uma Clark,Central,Annual,Electricity + Gas,0
C00645,Carol Taylor,South,Monthly,Water,0
C00646,Liam Wilson,East,Monthly,Electricity + Gas,0
C00647,Paul Martin,Central,Annual,Gas,0
C00648,Paul Thompson,East,Annual,Gas,1
C00649,Alice Anderson,North,Annual,Electricity + Water,1
C00650,Karen Jackson,East,2-Year,Electricity + Water,0
C00651,Karen Robinson,West,Annual,Electricity,0
C00652,David Johnson,North,2-Year,Gas,0
C00653,Cole Thomas,South,Annual,Electricity,0
C00654,Beth Garcia,East,Annual,Electricity + Water,1
C00655,Diana Jackson,North,Annual,Gas,0
C00656,Paul Davis,East,2-Year,Electricity,1
C00657,Liam Thompson,North,Annual,Electricity,0
C00658,Noah Martin,West,Monthly,Electricity + Gas,1
C00659,Yara Miller,North,2-Year,Gas,0
C00660,Noah Harris,North,2-Year,Electricity + Water,1
C00661,Adrian Williams,Central,2-Year,Electricity + Water,0
C00662,Victor Clark,South,Annual,Electricity,0
C00663,Henry Clark,North,Annual,Electricity + Water,0
C00664,Zach Garcia,East,Monthly,Water,0
C00665,Zach White,West,Monthly,Electricity,1
C00666,Grace Davis,South,Monthly,Electricity,0
C00667,Beth Thompson,West,Monthly,Electricity,0
C00668,Tina Brown,East,Monthly,Gas,0
C00669,Alice Williams,North,Annual,Gas,0
C00670,Mia Jones,East,2-Year,Electricity,0
C00671,Karen Miller,Central,Monthly,Water,0
C00672,Olivia Lewis,North,Annual,Gas,0
C00673,James Brown,South,Annual,Electricity + Gas,0
C00674,Olivia Anderson,South,Monthly,Gas,1
C00675,Liam White,Central,Monthly,Water,0
C00676,Emma Martin,East,Monthly,Electricity + Water,0
C00677,Ethan Taylor,West,Monthly,Electricity + Water,0
C00678,Bob Thomas,West,Monthly,Electricity + Water,0
C00679,Ethan Harris,East,Monthly,Electricity + Gas,1
C00680,Yara Brown,East,Annual,Gas,0
C00681,Carol Jackson,East,Annual,Electricity,0
C00682,Xander Robinson,North,Annual,Water,1
C00683,Karen Smith,Central,Monthly,Gas,0
C00684,Grace Clark,West,Monthly,Water,0
C00685,Rachel Davis,Central,Monthly,Water,0
C00686,Emma Lewis,South,Monthly,Gas,0
C00687,Iris White,Central,Annual,Electricity + Water,1
C00688,Cole Jackson,East,Monthly,Gas,1
C00689,Henry White,North,Monthly,Electricity + Water,0
C00690,Henry Anderson,Central,Annual,Water,0
C00691,Adrian Robinson,West,Annual,Electricity + Gas,0
C00692,Paul Thompson,East,2-Year,Gas,0
C00693,Tina Anderson,South,Annual,Gas,0
C00694,Fiona Garcia,Central,Monthly,Electricity,0
C00695,Bob Jones,East,Annual,Water,0
C00696,Zach Thomas,South,Monthly,Gas,0
C00697,Xander Thomas,East,Annual,Electricity + Gas,0
C00698,Yara Garcia,West,Monthly,Water,0
C00699,Wendy Robinson,Central,Monthly,Electricity + Water,0
C00700,Grace Jones,East,Annual,Gas,0
C00701,Uma White,East,Annual,Water,0
C00702,Noah Moore,Central,2-Year,Gas,1
C00703,Karen Taylor,East,2-Year,Electricity,1
C00704,Uma Davis,West,Annual,Electricity,0
C00705,Rachel Jackson,West,Monthly,Electricity,0
C00706,Alice White,South,2-Year,Gas,0
C00707,Tina Jones,North,Annual,Electricity + Water,0
C00708,Bob White,East,Monthly,Water,0
C00709,Rachel Clark,East,Monthly,Electricity + Gas,0
C00710,Ethan Jones,Central,Annual,Water,1
C00711,Adrian Jackson,South,Monthly,Water,0
C00712,Tina Williams,West,2-Year,Electricity + Water,0
C00713,Cole Robinson,East,2-Year,Water,0
C00714,Zach Harris,Central,2-Year,Electricity + Gas,0
C00715,Bob Thompson,South,Annual,Electricity,0
C00716,Alice Thompson,South,2-Year,Electricity + Gas,0
C00717,Diana Moore,East,Annual,Gas,1
C00718,Fiona Wilson,West,Monthly,Electricity + Gas,0
C00719,Wendy Lewis,South,Monthly,Electricity + Water,0
C00720,Sam Thomas,North,Monthly,Gas,0
C00721,Rachel Williams,East,Monthly,Electricity + Water,0
C00722,Mia Lewis,Central,Annual,Electricity + Water,0
C00723,Tina Brown,Central,Monthly,Electricity + Gas,0
C00724,Adrian White,East,2-Year,Electricity,0
C00725,Paul Moore,East,Monthly,Electricity,0
C00726,Diana Martin,North,2-Year,Water,0
C00727,Victor Miller,South,Monthly,Electricity + Water,0
C00728,Zach Robinson,South,Monthly,Electricity + Gas,0
C00729,Grace Thomas,Central,Monthly,Electricity,0
C00730,Sam Robinson,East,Monthly,Electricity + Water,0
C00731,Bob Wilson,South,Monthly,Water,0
C00732,Sam Taylor,East,Annual,Electricity,0
C00733,Alice Lewis,West,Monthly,Water,0
C00734,Karen Clark,West,Annual,Water,0
C00735,Zach Smith,East,Annual,Electricity,0
C00736,Uma Garcia,East,Annual,Electricity + Gas,0
C00737,Henry Johnson,West,Annual,Electricity + Water,0
C00738,Karen Thomas,West,Monthly,Electricity,0
C00739,Iris White,North,Annual,Electricity + Gas,0
C00740,Carol Thomas,Central,Annual,Electricity + Gas,0
C00741,Zach Moore,West,Monthly,Electricity + Gas,1
C00742,David Smith,West,Annual,Electricity + Gas,0
C00743,Liam Wilson,East,Annual,Electricity,0
C00744,Quinn Anderson,South,Monthly,Water,0
C00745,Grace Davis,East,Annual,Electricity + Water,1
C00746,Alice Thompson,West,2-Year,Water,1
C00747,Mia Johnson,North,Annual,Electricity + Water,0
C00748,Victor Harris,East,Annual,Water,1
C00749,Tina Thompson,South,2-Year,Electricity + Water,1
C00750,Paul Lewis,North,2-Year,Water,0
C00751,Ethan Wilson,Central,Monthly,Electricity,1
C00752,Grace Thompson,East,Annual,Electricity + Gas,0
C00753,Wendy Jackson,South,Monthly,Electricity,0
C00754,Paul Smith,Central,Annual,Water,0
C00755,James White,North,Annual,Gas,0
C00756,Xander Smith,East,Annual,Electricity + Gas,0
C00757,David Smith,West,2-Year,Electricity + Water,0
C00758,Noah Johnson,South,2-Year,Electricity + Gas,0
C00759,Wendy Thomas,West,Monthly,Electricity,1
C00760,Zach Brown,North,Annual,Electricity + Water,0
C00761,Wendy Clark,South,Monthly,Electricity + Water,1
C00762,Noah Smith,East,Annual,Electricity,0
C00763,Wendy Thomas,North,2-Year,Electricity + Gas,0
C00764,Sam Brown,South,Annual,Electricity + Water,0
C00765,Quinn Robinson,East,Monthly,Electricity + Gas,1
C00766,Mia White,West,2-Year,Electricity + Water,0
C00767,Sam Jackson,West,2-Year,Gas,0
C00768,Cole Robinson,North,2-Year,Water,0
C00769,David Martin,North,Annual,Water,1
C00770,Ethan Smith,South,Monthly,Electricity + Water,0
C00771,Henry Martin,Central,Annual,Water,1
C00772,Ethan Garcia,West,Annual,Electricity,0
C00773,Adrian Clark,West,2-Year,Electricity + Gas,0
C00774,Carol Smith,North,Annual,Electricity + Gas,0
C00775,Henry Clark,East,Monthly,Water,1
C00776,Noah Jackson,North,Annual,Gas,0
C00777,Xander Brown,West,Monthly,Water,1
C00778,David Davis,Central,Monthly,Water,1
C00779,Rachel Moore,South,2-Year,Electricity + Gas,1
C00780,Tina Wilson,North,Monthly,Gas,1
C00781,Iris Lewis,West,Monthly,Gas,0
C00782,Carol Thomas,West,Monthly,Water,0
C00783,Ethan Wilson,North,Monthly,Electricity,0
C00784,Victor Jackson,South,2-Year,Electricity + Gas,0
C00785,Zach Anderson,Central,Annual,Electricity + Water,0
C00786,Karen Moore,South,Annual,Electricity,0
C00787,Carol Thomas,East,Annual,Electricity + Water,0
C00788,James Jones,West,Monthly,Water,1
C00789,Henry Taylor,North,Annual,Water,0
C00790,Wendy Lewis,Central,Annual,Gas,1
C00791,Beth Harris,West,2-Year,Water,1
C00792,Iris Taylor,East,Monthly,Water,0
C00793,Beth Garcia,East,Monthly,Water,0
C00794,Liam Garcia,North,Monthly,Water,1
C00795,Henry Lewis,East,2-Year,Gas,1
C00796,Alice Taylor,Central,Monthly,Electricity + Water,0
C00797,Paul Miller,South,2-Year,Gas,0
C00798,Sam White,Central,Annual,Water,1
C00799,Bob Wilson,East,2-Year,Electricity + Water,0
C00800,Fiona Moore,East,Annual,Gas,0
C00801,Ethan Thomas,West,Monthly,Electricity + Gas,0
C00802,Tina Thompson,South,Monthly,Gas,0
C00803,Sam Taylor,West,Annual,Electricity,0
C00804,Xander Lewis,Central,Monthly,Electricity + Water,0
C00805,Olivia Lewis,Central,Annual,Water,0
C00806,Beth Taylor,East,Monthly,Gas,0
C00807,Karen Brown,West,2-Year,Electricity + Gas,0
C00808,Olivia Thompson,Central,Monthly,Electricity + Gas,0
C00809,Olivia Taylor,Central,Annual,Electricity,0
C00810,Alice Harris,South,Annual,Water,0
C00811,Frank Jones,North,2-Year,Electricity + Gas,0
C00812,Sam Taylor,Central,Annual,Electricity,1
C00813,Wendy Miller,North,Annual,Electricity + Gas,0
C00814,Grace Garcia,West,Monthly,Electricity,0
C00815,David Smith,North,Monthly,Water,0
C00816,Paul Thomas,East,Monthly,Water,1
C00817,Iris Garcia,South,Monthly,Electricity + Water,1
C00818,Frank Williams,North,2-Year,Electricity + Gas,0
C00819,Ethan Davis,West,Annual,Electricity + Gas,0
C00820,James Clark,South,Annual,Electricity,0
C00821,Diana Harris,West,Monthly,Electricity + Gas,0
C00822,Karen Jackson,Central,2-Year,Water,0
C00823,Rachel Thompson,North,2-Year,Electricity + Water,0
C00824,Paul Lewis,West,Annual,Electricity,0
C00825,Wendy Thompson,East,2-Year,Gas,0
C00826,Uma Taylor,South,Annual,Water,1
C00827,Uma Garcia,South,Monthly,Electricity,0
C00828,Liam Robinson,West,2-Year,Electricity,0
C00829,Tina Garcia,Central,Monthly,Electricity + Gas,0
C00830,Wendy Jones,Central,Monthly,Electricity + Gas,0
C00831,Uma Brown,South,2-Year,Electricity,0
C00832,Zach Brown,South,Monthly,Water,1
C00833,Uma Harris,Central,Annual,Electricity + Gas,0
C00834,Xander Lewis,South,2-Year,Gas,0
C00835,Frank White,West,2-Year,Gas,1
C00836,Emma Johnson,Central,2-Year,Gas,1
C00837,Victor Johnson,North,2-Year,Electricity + Gas,0
C00838,David Anderson,East,Annual,Electricity + Gas,0
C00839,Tina Lewis,North,2-Year,Electricity,0
C00840,Frank Wilson,East,Monthly,Electricity + Water,1
C00841,Cole White,East,Monthly,Gas,0
C00842,Tina Wilson,Central,Monthly,Water,0
C00843,Ethan Davis,North,Annual,Water,0
C00844,Xander Clark,East,Monthly,Gas,1
C00845,Noah Anderson,West,Monthly,Electricity,0
C00846,James Moore,West,Annual,Gas,0
C00847,Cole Martin,East,Monthly,Water,0
C00848,Sam Brown,Central,Monthly,Electricity + Gas,1
C00849,Diana Brown,North,Monthly,Electricity,1
C00850,Wendy Robinson,East,Monthly,Electricity + Gas,0
C00851,Tina Robinson,East,Monthly,Electricity + Gas,1
C00852,Diana Miller,West,Annual,Electricity + Water,0
C00853,Quinn Moore,East,Monthly,Water,1
C00854,Noah Johnson,East,Annual,Electricity + Gas,0
C00855,Victor Davis,North,Monthly,Electricity,0
C00856,Fiona Martin,North,Monthly,Gas,0
C00857,Bob Davis,Central,Monthly,Electricity + Gas,0
C00858,Mia Brown,South,Monthly,Electricity + Water,0
C00859,Noah Jackson,East,Monthly,Electricity,1
C00860,Frank Williams,South,2-Year,Electricity + Water,0
C00861,Mia Davis,South,Annual,Water,0
C00862,Liam Jackson,South,2-Year,Gas,0
C00863,Carol Martin,East,Annual,Electricity + Gas,0
C00864,Ethan Martin,South,Monthly,Water,0
C00865,Liam Thompson,Central,2-Year,Electricity,1
C00866,Emma Anderson,Central,Monthly,Electricity,1
C00867,Liam Harris,South,2-Year,Electricity + Gas,0
C00868,Ethan Miller,East,Monthly,Electricity + Water,1
C00869,Alice Moore,Central,Annual,Gas,0
C00870,Beth Garcia,Central,Annual,Electricity + Water,0
C00871,Uma Williams,South,Monthly,Electricity,0
C00872,Uma Garcia,East,Monthly,Gas,0
C00873,Henry White,West,Annual,Water,0
C00874,Tina Jackson,West,Annual,Electricity,0
C00875,Uma Miller,East,Monthly,Water,1
C00876,Uma Davis,East,Annual,Electricity,0
C00877,Ethan Martin,North,Annual,Gas,0
C00878,David Brown,Central,Annual,Electricity + Water,0
C00879,Grace Anderson,West,Annual,Electricity,0
C00880,Beth Harris,North,Monthly,Electricity + Gas,0
C00881,Mia Moore,North,Monthly,Gas,1
C00882,Rachel Thomas,South,Annual,Electricity + Gas,0
C00883,Fiona Williams,Central,2-Year,Electricity + Water,0
C00884,Ethan White,West,Annual,Water,0
C00885,Yara Garcia,Central,Annual,Water,1
C00886,Zach Robinson,West,2-Year,Electricity + Gas,0
C00887,Emma Moore,West,Annual,Gas,0
C00888,Olivia Miller,North,Annual,Water,0
C00889,Zach Jones,North,Monthly,Electricity + Gas,1
C00890,Quinn Thomas,East,Annual,Electricity + Water,0
C00891,Beth Wilson,East,Annual,Gas,0
C00892,Victor Johnson,South,2-Year,Gas,1
C00893,Bob Johnson,South,Monthly,Electricity + Gas,0
C00894,Henry Johnson,Central,Annual,Electricity + Gas,0
C00895,Victor Harris,North,Monthly,Electricity + Water,1
C00896,Olivia Robinson,West,Annual,Electricity + Gas,0
C00897,Bob Thompson,West,2-Year,Water,0
C00898,Olivia Taylor,East,2-Year,Water,0
C00899,Karen Brown,South,Annual,Water,0
C00900,Frank Thompson,West,Annual,Electricity + Gas,1
C00901,Adrian Martin,West,Monthly,Electricity,0
C00902,Sam Moore,Central,2-Year,Gas,0
C00903,Karen Clark,West,Monthly,Electricity,0
C00904,Sam Thomas,North,Annual,Electricity + Water,1
C00905,Rachel Martin,Central,Annual,Electricity + Water,0
C00906,Tina Lewis,West,Annual,Electricity + Water,0
C00907,Diana Robinson,North,Annual,Electricity + Water,0
C00908,Xander White,North,Monthly,Electricity + Water,0
C00909,Karen Thompson,East,Annual,Water,1
C00910,Xander Harris,Central,Annual,Electricity,0
C00911,Victor Clark,North,2-Year,Electricity,0
C00912,Wendy Martin,South,Monthly,Electricity + Gas,0
C00913,Iris Martin,Central,Monthly,Electricity + Water,1
C00914,Henry Robinson,South,Monthly,Electricity + Water,0
C00915,David Garcia,South,Annual,Electricity + Water,0
C00916,James Williams,North,2-Year,Water,0
C00917,Cole Robinson,West,Annual,Electricity + Gas,0
C00918,Diana Thompson,North,Monthly,Electricity + Gas,0
C00919,Emma Jones,West,Annual,Water,0
C00920,Tina Martin,Central,Annual,Electricity + Gas,0
C00921,Mia Clark,South,Monthly,Water,0
C00922,Cole Williams,West,Annual,Water,0
C00923,Diana Smith,Central,Annual,Water,0
C00924,Victor Robinson,Central,Monthly,Water,0
C00925,Tina Wilson,North,Annual,Gas,0
C00926,Victor Brown,South,Annual,Water,0
C00927,Rachel Miller,Central,2-Year,Water,0
C00928,Beth Harris,South,Monthly,Electricity,0
C00929,Karen Martin,East,2-Year,Electricity + Gas,1
C00930,Zach Martin,West,Monthly,Electricity + Gas,0
C00931,Grace Williams,East,Annual,Electricity,0
C00932,Liam Miller,West,2-Year,Water,0
C00933,Bob Miller,East,2-Year,Gas,1
C00934,Victor Jackson,Central,Annual,Water,1
C00935,Henry Williams,North,Monthly,Gas,0
C00936,Paul Lewis,South,Monthly,Electricity,1
C00937,Fiona Thompson,East,Monthly,Electricity + Water,1
C00938,Frank Wilson,East,Annual,Water,0
C00939,Victor Robinson,West,Monthly,Electricity + Water,1
C00940,Alice Smith,East,2-Year,Electricity,1
C00941,Karen Brown,East,Monthly,Water,0
C00942,Cole White,West,Annual,Gas,0
C00943,David Anderson,South,Monthly,Electricity,0
C00944,Uma Jones,Central,2-Year,Gas,0
C00945,Beth Jackson,West,Monthly,Water,0
C00946,Noah Davis,Central,Monthly,Electricity,1
C00947,Xander Williams,Central,Monthly,Electricity,0
C00948,Uma Martin,West,Annual,Electricity,1
C00949,Bob White,East,Annual,Gas,0
C00950,Alice Taylor,South,2-Year,Electricity + Gas,0
C00951,Mia Jones,East,Monthly,Electricity + Gas,0
C00952,Zach Smith,South,2-Year,Electricity + Gas,1
C00953,Henry Brown,West,Monthly,Electricity,0
C00954,Paul Robinson,West,Annual,Electricity + Water,0
C00955,Frank Smith,South,Monthly,Gas,0
C00956,Paul Thompson,South,Annual,Gas,0
C00957,Iris Robinson,West,Annual,Water,0
C00958,Ethan Moore,West,Annual,Electricity,0
C00959,Iris Clark,North,2-Year,Water,1
C00960,Uma Anderson,Central,Annual,Electricity + Gas,0
C00961,Henry Davis,Central,Annual,Electricity,0
C00962,Beth Johnson,West,2-Year,Water,0
C00963,David Martin,West,Annual,Electricity + Gas,0
C00964,Uma Thompson,West,2-Year,Electricity,0
C00965,Grace Martin,Central,Annual,Electricity,0
C00966,Henry Johnson,West,2-Year,Electricity,1
C00967,Sam Taylor,West,Monthly,Gas,0
C00968,David Jones,West,2-Year,Water,0
C00969,Tina Miller,South,Annual,Electricity,0
C00970,Diana Miller,East,Monthly,Electricity,0
C00971,Zach Williams,North,Annual,Water,0
C00972,Victor Martin,Central,2-Year,Gas,0
C00973,Fiona Miller,South,Annual,Electricity,0
C00974,Yara Thomas,North,Monthly,Gas,0
C00975,Iris White,West,2-Year,Electricity + Water,0
C00976,Frank Miller,West,Monthly,Electricity,0
C00977,Wendy Martin,West,Annual,Gas,0
C00978,Zach Robinson,North,Annual,Electricity + Water,1
C00979,Paul Miller,West,Annual,Electricity + Water,0
C00980,Wendy Davis,West,Annual,Water,0
C00981,David Smith,East,Monthly,Electricity + Water,0
C00982,Victor Thompson,West,Monthly,Gas,0
C00983,Uma Jackson,North,Annual,Electricity,1
C00984,Frank Anderson,East,Monthly,Gas,0
C00985,Sam White,Central,Monthly,Gas,0
C00986,Paul Williams,East,Annual,Water,0
C00987,Victor Thomas,Central,Annual,Electricity + Gas,1
C00988,Yara Davis,South,Monthly,Water,0
C00989,Fiona Robinson,South,Annual,Electricity,0
C00990,Liam Anderson,South,Monthly,Electricity + Gas,0
C00991,Wendy Brown,East,2-Year,Gas,0
C00992,Grace Thomas,North,Monthly,Electricity + Gas,1
C00993,Sam Davis,North,2-Year,Electricity + Gas,0
C00994,Zach Lewis,South,Annual,Gas,0
C00995,Carol Jones,North,Annual,Electricity + Water,0
C00996,Paul Harris,East,Annual,Electricity,0
C00997,Fiona Garcia,North,Annual,Gas,0
C00998,Diana Smith,South,2-Year,Gas,0
C00999,Karen Thompson,South,Monthly,Gas,0
C01000,Adrian Clark,North,2-Year,Electricity + Gas,0
